id,category_id,category,breakthrough_type,idea,why_it_is_breakthrough,implementation_gate,acceptance_test,status
B168,C14,Chat / Local AI conversation,proof_hidden,"Proof/control доступен одним кликом, но не занимает первый экран применительно к «Chat / Local AI conversation / AI handoff».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий AI handoff -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B169,C15,Agents / Flows / Automation,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Agents / Flows / Automation / agent dry-run».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий agent dry-run -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B170,C15,Agents / Flows / Automation,adaptive_home,"Домашний экран перестраивается под время суток, но не меняет информационную архитектуру применительно к «Agents / Flows / Automation / tool scopes».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий tool scopes -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B171,C15,Agents / Flows / Automation,artifact_timeline,"У каждого артефакта есть мини-таймлайн превращений: source, note, task, finance, graph, control применительно к «Agents / Flows / Automation / flow builder».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий flow builder -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B172,C15,Agents / Flows / Automation,why_now,Каждая рекомендация отвечает на вопрос «почему сейчас» и показывает источник применительно к «Agents / Flows / Automation / trigger/condition/action».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий trigger/condition/action -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B173,C15,Agents / Flows / Automation,one_click_commit,"Одна большая кнопка принимает все безопасные предложения, вторичные изменения спрятаны применительно к «Agents / Flows / Automation / approval queue».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий approval queue -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B174,C15,Agents / Flows / Automation,calm_mode,"Режим слабого дня: показывает один следующий шаг, деньги/сроки/здоровье без shame UI применительно к «Agents / Flows / Automation / run history».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий run history -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B175,C15,Agents / Flows / Automation,review_evening,"Вечерний разбор голосовых/скринов/заметок пакетно, не по одному мусорному pop-up применительно к «Agents / Flows / Automation / rollback path».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий rollback path -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B176,C15,Agents / Flows / Automation,local_ai_coach,"Локальная ИИ-панель работает как proposal coach, не как магический чат без структуры применительно к «Agents / Flows / Automation / automation templates».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий automation templates -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B177,C15,Agents / Flows / Automation,semantic_color,"Цветовая семантика: задача, деньги, привычка, цель, знание, медиа, контроль имеют устойчивые роли применительно к «Agents / Flows / Automation / agent dry-run».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий agent dry-run -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B178,C15,Agents / Flows / Automation,focus_routes,"Каждый workspace имеет один основной job-to-be-done, а не копирует общий cockpit применительно к «Agents / Flows / Automation / tool scopes».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий tool scopes -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B179,C15,Agents / Flows / Automation,context_graph,Правый граф всегда local graph вокруг выбранного артефакта; большой graph — отдельный режим применительно к «Agents / Flows / Automation / flow builder».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий flow builder -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B180,C15,Agents / Flows / Automation,proof_hidden,"Proof/control доступен одним кликом, но не занимает первый экран применительно к «Agents / Flows / Automation / trigger/condition/action».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий trigger/condition/action -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B181,C16,Ollama / Providers / AI processing,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Ollama / Providers / AI processing / provider logs».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий provider logs -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B182,C16,Ollama / Providers / AI processing,adaptive_home,"Домашний экран перестраивается под время суток, но не меняет информационную архитектуру применительно к «Ollama / Providers / AI processing / offline fallback».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий offline fallback -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B183,C16,Ollama / Providers / AI processing,artifact_timeline,"У каждого артефакта есть мини-таймлайн превращений: source, note, task, finance, graph, control применительно к «Ollama / Providers / AI processing / revoke/disconnect».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий revoke/disconnect -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B184,C16,Ollama / Providers / AI processing,why_now,Каждая рекомендация отвечает на вопрос «почему сейчас» и показывает источник применительно к «Ollama / Providers / AI processing / prompt preview».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий prompt preview -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B185,C16,Ollama / Providers / AI processing,one_click_commit,"Одна большая кнопка принимает все безопасные предложения, вторичные изменения спрятаны применительно к «Ollama / Providers / AI processing / probe status».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий probe status -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B186,C16,Ollama / Providers / AI processing,calm_mode,"Режим слабого дня: показывает один следующий шаг, деньги/сроки/здоровье без shame UI применительно к «Ollama / Providers / AI processing / model list».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий model list -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B187,C16,Ollama / Providers / AI processing,review_evening,"Вечерний разбор голосовых/скринов/заметок пакетно, не по одному мусорному pop-up применительно к «Ollama / Providers / AI processing / run analysis».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий run analysis -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B188,C16,Ollama / Providers / AI processing,local_ai_coach,"Локальная ИИ-панель работает как proposal coach, не как магический чат без структуры применительно к «Ollama / Providers / AI processing / structured output».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий structured output -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B189,C16,Ollama / Providers / AI processing,semantic_color,"Цветовая семантика: задача, деньги, привычка, цель, знание, медиа, контроль имеют устойчивые роли применительно к «Ollama / Providers / AI processing / provider logs».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий provider logs -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B190,C16,Ollama / Providers / AI processing,focus_routes,"Каждый workspace имеет один основной job-to-be-done, а не копирует общий cockpit применительно к «Ollama / Providers / AI processing / offline fallback».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий offline fallback -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B191,C16,Ollama / Providers / AI processing,context_graph,Правый граф всегда local graph вокруг выбранного артефакта; большой graph — отдельный режим применительно к «Ollama / Providers / AI processing / revoke/disconnect».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий revoke/disconnect -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B192,C16,Ollama / Providers / AI processing,proof_hidden,"Proof/control доступен одним кликом, но не занимает первый экран применительно к «Ollama / Providers / AI processing / prompt preview».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий prompt preview -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B193,C17,Data Control / Privacy / Recovery,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Data Control / Privacy / Recovery / last changes».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий last changes -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B194,C17,Data Control / Privacy / Recovery,adaptive_home,"Домашний экран перестраивается под время суток, но не меняет информационную архитектуру применительно к «Data Control / Privacy / Recovery / export all».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий export all -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B195,C17,Data Control / Privacy / Recovery,artifact_timeline,"У каждого артефакта есть мини-таймлайн превращений: source, note, task, finance, graph, control применительно к «Data Control / Privacy / Recovery / export selected».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий export selected -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B196,C17,Data Control / Privacy / Recovery,why_now,Каждая рекомендация отвечает на вопрос «почему сейчас» и показывает источник применительно к «Data Control / Privacy / Recovery / archive/recover».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий archive/recover -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B197,C17,Data Control / Privacy / Recovery,one_click_commit,"Одна большая кнопка принимает все безопасные предложения, вторичные изменения спрятаны применительно к «Data Control / Privacy / Recovery / rollback».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий rollback -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B198,C17,Data Control / Privacy / Recovery,calm_mode,"Режим слабого дня: показывает один следующий шаг, деньги/сроки/здоровье без shame UI применительно к «Data Control / Privacy / Recovery / storage map».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий storage map -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B199,C17,Data Control / Privacy / Recovery,review_evening,"Вечерний разбор голосовых/скринов/заметок пакетно, не по одному мусорному pop-up применительно к «Data Control / Privacy / Recovery / permissions».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий permissions -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B200,C17,Data Control / Privacy / Recovery,local_ai_coach,"Локальная ИИ-панель работает как proposal coach, не как магический чат без структуры применительно к «Data Control / Privacy / Recovery / sensitive data».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий sensitive data -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B201,C17,Data Control / Privacy / Recovery,semantic_color,"Цветовая семантика: задача, деньги, привычка, цель, знание, медиа, контроль имеют устойчивые роли применительно к «Data Control / Privacy / Recovery / last changes».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий last changes -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B202,C17,Data Control / Privacy / Recovery,focus_routes,"Каждый workspace имеет один основной job-to-be-done, а не копирует общий cockpit применительно к «Data Control / Privacy / Recovery / export all».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий export all -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B203,C17,Data Control / Privacy / Recovery,context_graph,Правый граф всегда local graph вокруг выбранного артефакта; большой graph — отдельный режим применительно к «Data Control / Privacy / Recovery / export selected».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий export selected -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B204,C17,Data Control / Privacy / Recovery,proof_hidden,"Proof/control доступен одним кликом, но не занимает первый экран применительно к «Data Control / Privacy / Recovery / archive/recover».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий archive/recover -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B205,C18,Search / Command palette / Keyboard,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Search / Command palette / Keyboard / filters».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий filters -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B206,C18,Search / Command palette / Keyboard,adaptive_home,"Домашний экран перестраивается под время суток, но не меняет информационную архитектуру применительно к «Search / Command palette / Keyboard / keyboard shortcuts».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий keyboard shortcuts -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B207,C18,Search / Command palette / Keyboard,artifact_timeline,"У каждого артефакта есть мини-таймлайн превращений: source, note, task, finance, graph, control применительно к «Search / Command palette / Keyboard / quick add».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий quick add -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B208,C18,Search / Command palette / Keyboard,why_now,Каждая рекомендация отвечает на вопрос «почему сейчас» и показывает источник применительно к «Search / Command palette / Keyboard / explain result».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий explain result -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B209,C18,Search / Command palette / Keyboard,one_click_commit,"Одна большая кнопка принимает все безопасные предложения, вторичные изменения спрятаны применительно к «Search / Command palette / Keyboard / global search».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий global search -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B210,C18,Search / Command palette / Keyboard,calm_mode,"Режим слабого дня: показывает один следующий шаг, деньги/сроки/здоровье без shame UI применительно к «Search / Command palette / Keyboard / command palette».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий command palette -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B211,C18,Search / Command palette / Keyboard,review_evening,"Вечерний разбор голосовых/скринов/заметок пакетно, не по одному мусорному pop-up применительно к «Search / Command palette / Keyboard / recent objects».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий recent objects -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B212,C18,Search / Command palette / Keyboard,local_ai_coach,"Локальная ИИ-панель работает как proposal coach, не как магический чат без структуры применительно к «Search / Command palette / Keyboard / saved searches».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий saved searches -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B213,C18,Search / Command palette / Keyboard,semantic_color,"Цветовая семантика: задача, деньги, привычка, цель, знание, медиа, контроль имеют устойчивые роли применительно к «Search / Command palette / Keyboard / filters».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий filters -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B214,C18,Search / Command palette / Keyboard,focus_routes,"Каждый workspace имеет один основной job-to-be-done, а не копирует общий cockpit применительно к «Search / Command palette / Keyboard / keyboard shortcuts».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий keyboard shortcuts -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B215,C18,Search / Command palette / Keyboard,context_graph,Правый граф всегда local graph вокруг выбранного артефакта; большой graph — отдельный режим применительно к «Search / Command palette / Keyboard / quick add».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий quick add -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B216,C18,Search / Command palette / Keyboard,proof_hidden,"Proof/control доступен одним кликом, но не занимает первый экран применительно к «Search / Command palette / Keyboard / explain result».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий explain result -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B217,C19,Mobile / PWA / Notifications,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Mobile / PWA / Notifications / mobile capture».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий mobile capture -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
