id,area,weakness,fix_contract,test_contract,prompt_status,resolution_status,dedupe_status,linked_w_id,package,evidence,next_action,commit
R0001,RISK-CAT-01 Source-of-truth / Git / execution control,активная папка снова не GitHub-backed,"зафиксировать GitHub-backed baseline, commit/push, state file, diff, screenshot evidence и continuation capsule",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P01,gh auth status logged in as ddotdanyaa; origin configured to https://github.com/ddotdanyaa/lifeos-final33.git; Product Brain GitHub Release Map records push retry.,Owner: run gh auth login or provide a GitHub remote URL; then run npm run release:push -- <repo-url>.,ab069cc
R0002,RISK-CAT-01 Source-of-truth / Git / execution control,изменения остаются локальными без commit/push,"зафиксировать GitHub-backed baseline, commit/push, state file, diff, screenshot evidence и continuation capsule",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,BLOCKED_EXTERNAL_NETWORK_RETRY_WITH_PROOF,direct_status,,P01,"Local commits exist, auth works, origin exists; git push reached object upload but remote returned HTTP 408.",Owner: run gh auth login or provide a GitHub remote URL; then run npm run release:push -- <repo-url>.,ab069cc
R0559,RISK-CAT-14 Ollama / providers / AI processing,no user correction feedback loop,"реализовать provider gate: /api/tags probe, offline/reachable/models, explicit run, structured proposal output",mock/offline provider tests + real probe UI if service reachable; no silent mutation,OPEN,FIXED_BY_HONEST_PROVIDER_GATE_WITH_UI_AND_TEST,direct_status,W401-W420,P14,"Provider/OAuth gates are explicit in Providers/Data Control: no fake success, prepare/revoke controls, provider-run audit, owner e2e provider evidence.",No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0560,RISK-CAT-14 Ollama / providers / AI processing,no Ollama docs link/help in UI,"реализовать provider gate: /api/tags probe, offline/reachable/models, explicit run, structured proposal output",mock/offline provider tests + real probe UI if service reachable; no silent mutation,OPEN,FIXED_BY_HONEST_PROVIDER_GATE_WITH_UI_AND_TEST,direct_status,W401-W420,P14,"Provider/OAuth gates are explicit in Providers/Data Control: no fake success, prepare/revoke controls, provider-run audit, owner e2e provider evidence.",No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0561,RISK-CAT-15 Data Control / export / privacy / recovery,Data Control is receipt wall not useful control center,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0562,RISK-CAT-15 Data Control / export / privacy / recovery,no last changes summary,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0563,RISK-CAT-15 Data Control / export / privacy / recovery,no what changed/where stored for each mutation,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0564,RISK-CAT-15 Data Control / export / privacy / recovery,no export all,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0565,RISK-CAT-15 Data Control / export / privacy / recovery,no export selected artifact,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0566,RISK-CAT-15 Data Control / export / privacy / recovery,no import restore,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0567,RISK-CAT-15 Data Control / export / privacy / recovery,no backup manifest,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0568,RISK-CAT-15 Data Control / export / privacy / recovery,no archive/recover for every object type,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0569,RISK-CAT-15 Data Control / export / privacy / recovery,rollback only partial,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0570,RISK-CAT-15 Data Control / export / privacy / recovery,no rollback snapshot before bulk apply,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P05,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0571,RISK-CAT-15 Data Control / export / privacy / recovery,delete doesn't show affected graph/projections,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P12,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0572,RISK-CAT-15 Data Control / export / privacy / recovery,no two-step destructive confirmation,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0573,RISK-CAT-15 Data Control / export / privacy / recovery,no privacy scopes visible in normal UI,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0574,RISK-CAT-15 Data Control / export / privacy / recovery,no sensitive finance/audio marker,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0575,RISK-CAT-15 Data Control / export / privacy / recovery,no provider revoke,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,FIXED_BY_HONEST_PROVIDER_GATE_WITH_UI_AND_TEST,direct_status,W401-W420,P14,"Provider/OAuth gates are explicit in Providers/Data Control: no fake success, prepare/revoke controls, provider-run audit, owner e2e provider evidence.",No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0576,RISK-CAT-15 Data Control / export / privacy / recovery,no storage usage map,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0577,RISK-CAT-15 Data Control / export / privacy / recovery,no storage quota warning,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0578,RISK-CAT-15 Data Control / export / privacy / recovery,no data location map,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0579,RISK-CAT-15 Data Control / export / privacy / recovery,no local-only guarantee evidence,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0580,RISK-CAT-15 Data Control / export / privacy / recovery,no audit event for edit operations,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0581,RISK-CAT-15 Data Control / export / privacy / recovery,no audit event for AI proposals,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0582,RISK-CAT-15 Data Control / export / privacy / recovery,no audit event for flow/agent runs,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P13,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0583,RISK-CAT-15 Data Control / export / privacy / recovery,no audit event for file import,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0584,RISK-CAT-15 Data Control / export / privacy / recovery,no audit event for export,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0585,RISK-CAT-15 Data Control / export / privacy / recovery,no receipt IDs linked to objects,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0586,RISK-CAT-15 Data Control / export / privacy / recovery,no human-readable receipts,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0587,RISK-CAT-15 Data Control / export / privacy / recovery,no recovery for failed migration,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0588,RISK-CAT-15 Data Control / export / privacy / recovery,no conflict resolution after restore,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0589,RISK-CAT-15 Data Control / export / privacy / recovery,no export integrity check,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0590,RISK-CAT-15 Data Control / export / privacy / recovery,no versioned schema in export,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P04,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0591,RISK-CAT-15 Data Control / export / privacy / recovery,no privacy zone filters,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0592,RISK-CAT-15 Data Control / export / privacy / recovery,no purge deleted data policy,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0593,RISK-CAT-15 Data Control / export / privacy / recovery,no browser storage clear warning,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0594,RISK-CAT-15 Data Control / export / privacy / recovery,no provider credentials storage policy,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,FIXED_BY_HONEST_PROVIDER_GATE_WITH_UI_AND_TEST,direct_status,W401-W420,P14,"Provider/OAuth gates are explicit in Providers/Data Control: no fake success, prepare/revoke controls, provider-run audit, owner e2e provider evidence.",No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0595,RISK-CAT-15 Data Control / export / privacy / recovery,no revoke/rotate key guidance,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0596,RISK-CAT-15 Data Control / export / privacy / recovery,no Data Control screenshots in acceptance,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0597,RISK-CAT-15 Data Control / export / privacy / recovery,no test archive/recover all key types,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0598,RISK-CAT-15 Data Control / export / privacy / recovery,no test export/import roundtrip,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0599,RISK-CAT-15 Data Control / export / privacy / recovery,no test destructive preview,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0600,RISK-CAT-15 Data Control / export / privacy / recovery,no test storage map,"реализовать control center: what changed, where stored, export/import, archive/recover, rollback, privacy scopes",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0601,RISK-CAT-16 Local-first storage / offline / performance,IndexedDB schema undefined,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P04,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0602,RISK-CAT-16 Local-first storage / offline / performance,localStorage fallback loses large objects,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0603,RISK-CAT-16 Local-first storage / offline / performance,large media stored as base64 causing bloat,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0604,RISK-CAT-16 Local-first storage / offline / performance,no storage quota handling,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0605,RISK-CAT-16 Local-first storage / offline / performance,no eviction risk warning,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0606,RISK-CAT-16 Local-first storage / offline / performance,no async transaction error handling,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0607,RISK-CAT-16 Local-first storage / offline / performance,no database migration tests,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0608,RISK-CAT-16 Local-first storage / offline / performance,no persisted storage request/gate,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0609,RISK-CAT-16 Local-first storage / offline / performance,no offline indicator,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0610,RISK-CAT-16 Local-first storage / offline / performance,no service worker strategy,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
