id,tier,category_id,category,subdomain,risk_type,artifact_focus,market_reference,weakness,required_solution,acceptance_test,owner_visible_outcome,status
R4067,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,bad_language,workspace,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: copy использует внутренний жаргон/английские слова вместо понятного русского для слоя «рабочий экран».,"Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4068,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,bad_language,control,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: copy использует внутренний жаргон/английские слова вместо понятного русского для слоя «контроль/граф/аудит».,"Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4069,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,no_visual_distinction,capture,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: все типы объектов выглядят одинаково: нет цвета, веса, иерархии и статусов для слоя «входной артефакт».","Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4070,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,no_visual_distinction,projection,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: все типы объектов выглядят одинаково: нет цвета, веса, иерархии и статусов для слоя «проекция артефакта».","Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4071,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,no_visual_distinction,workspace,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: все типы объектов выглядят одинаково: нет цвета, веса, иерархии и статусов для слоя «рабочий экран».","Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4072,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,no_visual_distinction,control,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: все типы объектов выглядят одинаково: нет цвета, веса, иерархии и статусов для слоя «контроль/граф/аудит».","Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4073,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,no_error_recovery,capture,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: ошибка/отмена/rollback/recover не видны или не проверены для слоя «входной артефакт».,"Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4074,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,no_error_recovery,projection,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: ошибка/отмена/rollback/recover не видны или не проверены для слоя «проекция артефакта».,"Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4075,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,no_error_recovery,workspace,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: ошибка/отмена/rollback/recover не видны или не проверены для слоя «рабочий экран».,"Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4076,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,no_error_recovery,control,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: ошибка/отмена/rollback/recover не видны или не проверены для слоя «контроль/граф/аудит».,"Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4077,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,no_evidence_test,capture,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: нет fixture/e2e/screenshot, который доказывает рабочее поведение для слоя «входной артефакт».","Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4078,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,no_evidence_test,projection,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: нет fixture/e2e/screenshot, который доказывает рабочее поведение для слоя «проекция артефакта».","Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4079,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,no_evidence_test,workspace,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: нет fixture/e2e/screenshot, который доказывает рабочее поведение для слоя «рабочий экран».","Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4080,P2-medium,C13,Graph / Obsidian-like navigation,zoom/pan,no_evidence_test,control,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / zoom/pan» риск: нет fixture/e2e/screenshot, который доказывает рабочее поведение для слоя «контроль/граф/аудит».","Сделать zoom/pan как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «zoom/pan», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «zoom/pan», и видит результат без чтения документации.",OPEN_RESEARCHED
R4081,P2-medium,C13,Graph / Obsidian-like navigation,search graph,overload,capture,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / search graph» риск: экран перегружен: пользователь видит слишком много равных элементов и не понимает первый шаг для слоя «входной артефакт».,"Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4082,P2-medium,C13,Graph / Obsidian-like navigation,search graph,overload,projection,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / search graph» риск: экран перегружен: пользователь видит слишком много равных элементов и не понимает первый шаг для слоя «проекция артефакта».,"Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4083,P2-medium,C13,Graph / Obsidian-like navigation,search graph,overload,workspace,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / search graph» риск: экран перегружен: пользователь видит слишком много равных элементов и не понимает первый шаг для слоя «рабочий экран».,"Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4084,P2-medium,C13,Graph / Obsidian-like navigation,search graph,overload,control,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / search graph» риск: экран перегружен: пользователь видит слишком много равных элементов и не понимает первый шаг для слоя «контроль/граф/аудит».,"Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4085,P2-medium,C13,Graph / Obsidian-like navigation,search graph,fake_static,capture,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / search graph» риск: элемент является статичной карточкой/лейблом, а не repository-backed объектом для слоя «входной артефакт».","Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4086,P2-medium,C13,Graph / Obsidian-like navigation,search graph,fake_static,projection,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / search graph» риск: элемент является статичной карточкой/лейблом, а не repository-backed объектом для слоя «проекция артефакта».","Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4087,P2-medium,C13,Graph / Obsidian-like navigation,search graph,fake_static,workspace,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / search graph» риск: элемент является статичной карточкой/лейблом, а не repository-backed объектом для слоя «рабочий экран».","Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4088,P2-medium,C13,Graph / Obsidian-like navigation,search graph,fake_static,control,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / search graph» риск: элемент является статичной карточкой/лейблом, а не repository-backed объектом для слоя «контроль/граф/аудит».","Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4089,P2-medium,C13,Graph / Obsidian-like navigation,search graph,missing_route,capture,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / search graph» риск: нет понятного перехода в рабочее пространство и обратно к активному артефакту для слоя «входной артефакт».,"Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4090,P2-medium,C13,Graph / Obsidian-like navigation,search graph,missing_route,projection,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / search graph» риск: нет понятного перехода в рабочее пространство и обратно к активному артефакту для слоя «проекция артефакта».,"Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4091,P2-medium,C13,Graph / Obsidian-like navigation,search graph,missing_route,workspace,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / search graph» риск: нет понятного перехода в рабочее пространство и обратно к активному артефакту для слоя «рабочий экран».,"Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4092,P2-medium,C13,Graph / Obsidian-like navigation,search graph,missing_route,control,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / search graph» риск: нет понятного перехода в рабочее пространство и обратно к активному артефакту для слоя «контроль/граф/аудит».,"Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4093,P2-medium,C13,Graph / Obsidian-like navigation,search graph,weak_feedback,capture,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / search graph» риск: после действия непонятно, что произошло, где сохранилось и что делать дальше для слоя «входной артефакт».","Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4094,P2-medium,C13,Graph / Obsidian-like navigation,search graph,weak_feedback,projection,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / search graph» риск: после действия непонятно, что произошло, где сохранилось и что делать дальше для слоя «проекция артефакта».","Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4095,P2-medium,C13,Graph / Obsidian-like navigation,search graph,weak_feedback,workspace,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / search graph» риск: после действия непонятно, что произошло, где сохранилось и что делать дальше для слоя «рабочий экран».","Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4096,P2-medium,C13,Graph / Obsidian-like navigation,search graph,weak_feedback,control,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / search graph» риск: после действия непонятно, что произошло, где сохранилось и что делать дальше для слоя «контроль/граф/аудит».","Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4097,P2-medium,C13,Graph / Obsidian-like navigation,search graph,no_apply_chain,capture,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / search graph» риск: нет цепочки proposal -> edit -> apply -> object -> graph/control для слоя «входной артефакт».,"Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4098,P2-medium,C13,Graph / Obsidian-like navigation,search graph,no_apply_chain,projection,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / search graph» риск: нет цепочки proposal -> edit -> apply -> object -> graph/control для слоя «проекция артефакта».,"Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4099,P2-medium,C13,Graph / Obsidian-like navigation,search graph,no_apply_chain,workspace,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / search graph» риск: нет цепочки proposal -> edit -> apply -> object -> graph/control для слоя «рабочий экран».,"Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4100,P2-medium,C13,Graph / Obsidian-like navigation,search graph,no_apply_chain,control,Obsidian graph view/local graph docs,В зоне «Graph / Obsidian-like navigation / search graph» риск: нет цепочки proposal -> edit -> apply -> object -> graph/control для слоя «контроль/граф/аудит».,"Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
R4101,P2-medium,C13,Graph / Obsidian-like navigation,search graph,not_local_first,capture,Obsidian graph view/local graph docs,"В зоне «Graph / Obsidian-like navigation / search graph» риск: данные не сохраняются локально, не переживают reload или не входят в export для слоя «входной артефакт».","Сделать search graph как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «search graph», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «search graph», и видит результат без чтения документации.",OPEN_RESEARCHED
