id,ledger,source_status,category_id,category,subdomain,artifact_focus,status,reason,evidence,package,acceptance_test
R5418,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,projection,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5419,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,workspace,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5420,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,control,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5421,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,capture,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5422,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,projection,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5423,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,workspace,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5424,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,control,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5425,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,capture,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5426,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,projection,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5427,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,workspace,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5428,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,control,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5429,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,capture,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5430,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,projection,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5431,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,workspace,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5432,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,control,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5433,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,capture,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5434,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,projection,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5435,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,workspace,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5436,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,control,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5437,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,capture,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5438,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,projection,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5439,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,workspace,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5440,R8000,OPEN_RESEARCHED,C17,Data Control / Privacy / Recovery,sensitive data,control,FIXED_WITH_CODE_AND_TEST,"Data Control shows last changes, audit trail, export, archive/recover, rollback/recovery paths, storage map and corrupt-record recovery proof. Row is closed by evidence, not by a static card or label.",app.js;docs/qc/JOURNEY_J20_REPORT.md;docs/qc/JOURNEY_J24_REPORT.md;output/playwright/final/final-control.png;npm run audit:recovery-final,P14-data-control,"Добавить fixture/e2e: пользователь выполняет действие в «sensitive data», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5441,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,capture,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5442,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,projection,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5443,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,workspace,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5444,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,control,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5445,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,capture,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5446,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,projection,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5447,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,workspace,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5448,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,control,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5449,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,capture,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5450,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,projection,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5451,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,workspace,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5452,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,control,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5453,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,capture,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5454,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,projection,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5455,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,workspace,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5456,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,control,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5457,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,capture,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5458,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,projection,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5459,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,workspace,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5460,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,control,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5461,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,capture,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5462,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,projection,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5463,R8000,OPEN_RESEARCHED,C18,Search / Command palette / Keyboard,global search,workspace,FIXED_WITH_CODE_AND_TEST,"Search, quick add/navigation, filters, recent/active objects and match explanation are visible through Library/Graph/Home/Topbar flows. Row is closed by evidence, not by a static card or label.",app.js;output/playwright/kb-smoke.spec.mjs;output/playwright/final/final-library.png;output/playwright/final/final-big-graph.png;npm run e2e;npm run e2e:graph,P08-search-navigation,"Добавить fixture/e2e: пользователь выполняет действие в «global search», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
