"ID","Type","Workspace","PrimaryRoute","ImplementationClass","ImplementationStatus","OwnerAction","RepositoryObjects","MutationContract","Projection","GraphBacklinkProof","ReceiptAuditProof","DataControlProof","PolicyBoundary","Tests","ManualAuditNotes","EvidencePath","LastVerifiedAt"
"C14-007","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-008","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-009","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-010","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-011","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-012","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-013","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-014","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-015","Минус","Providers","/app/providers","Guard-only","planned-guard","","ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState","","","","","","","","","",""
"C14-016","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-017","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-018","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-019","Функция","Providers","/app/providers","Blocked-provider","blocked-provider","","ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState","","","","","","","","","",""
"C14-020","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-021","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-022","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-023","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-024","Функция","Control","/app/control","P2-expand","planned","","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant","","","","","","","","","",""
"C14-025","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C14-026","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-027","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-028","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-029","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-030","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-031","Функция","Providers","/app/providers","Blocked-provider","blocked-provider","","ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState","","","","","","","","","",""
"C14-032","Функция","Providers","/app/providers","Blocked-provider","blocked-provider","","ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState","","","","","","","","","",""
"C14-033","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-034","Функция","Graph","/app/graph","P2-expand","planned","","GraphNode, GraphEdge, Entity, EntityCandidate, RelationshipReason","","","","","","","","","",""
"C14-035","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-036","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-037","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-038","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-039","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C14-040","Качество","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-001","Качество","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-002","Качество","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-003","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-004","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-005","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-006","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-007","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-008","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-009","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-010","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-011","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-012","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-013","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-014","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-015","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-016","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-017","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-018","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-019","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-020","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-021","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-022","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-023","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-024","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-025","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-026","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-027","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-028","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-029","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-030","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-031","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-032","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-033","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-034","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-035","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-036","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-037","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-038","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-039","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-040","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-041","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-042","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-043","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-044","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-045","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-046","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-047","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-048","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-049","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-050","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-051","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-052","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C15-053","Качество","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-001","Качество","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-002","Качество","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-003","Качество","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-004","Качество","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-005","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-006","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-007","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-008","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-009","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-010","Функция","Today","/app/today","P2-expand","planned","","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan","","","","","","","","","",""
"C16-011","Функция","Today","/app/today","P2-expand","planned","","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan","","","","","","","","","",""
"C16-012","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-013","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-014","Функция","Today","/app/today","P2-expand","planned","","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan","","","","","","","","","",""
"C16-015","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-016","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-017","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-018","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-019","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-020","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-021","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-022","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-023","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-024","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-025","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-026","Функция","Today","/app/today","P2-expand","planned","","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan","","","","","","","","","",""
"C16-027","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-028","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-029","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-030","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-031","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-032","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-033","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-034","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-035","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-036","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-037","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-038","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-039","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-040","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-041","Функция","Today","/app/today","P2-expand","planned","","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan","","","","","","","","","",""
"C16-042","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-043","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-044","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-045","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-046","Функция","Agents","/app/agents","P2-expand","planned","","AgentManifest, ToolScope, WorkflowManifest, WorkflowRunPreview, ActionProposal","","","","","","","","","",""
"C16-047","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-048","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-049","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-050","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-051","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-052","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-053","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-054","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-055","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-056","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-057","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-058","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-059","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-060","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-061","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-062","Минус","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-063","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-064","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-065","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C16-066","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
