ID,Type,C section,Canonical section title,UX/build bucket,Workspace,Primary route,Build phase,Core objects,Implementation stance,Acceptance hint,Title,Essence excerpt,Canon line,Source path
C13-039,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Контур запаса и продления лекарств,"важна не только отметка приёма, но и понимание, когда препарат или рецепт заканчивается.",8707,docs/source_of_truth/LifeOS_canon_v33.md
C13-040,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Привязка тренировки к питанию и белку,"контур нагрузки должен видеть не только факт тренировки, но и подпитку восстановления.",8713,docs/source_of_truth/LifeOS_canon_v33.md
C13-041,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Первый час дня как отдельная зона дизайна поведения,начало дня должно существовать как особый ритуальный и поведенческий контур.,8719,docs/source_of_truth/LifeOS_canon_v33.md
C13-042,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Связки привычек вокруг пробуждения,полезные утренние действия должны уметь сцепляться в естественную последовательность.,8725,docs/source_of_truth/LifeOS_canon_v33.md
C13-043,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,"Дневная заметка, приклеенная к рутине",рутинный контур должен уметь держать короткую заметку прямо внутри своего потока.,8731,docs/source_of_truth/LifeOS_canon_v33.md
C13-044,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Пошаговые рутины,"рутина должна проживаться как последовательность шагов, а не только как чекбокс привычки.",8737,docs/source_of_truth/LifeOS_canon_v33.md
C13-045,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Переходы и прогрессия внутри рутин,"внутри рутины нужна логика движения между шагами, а не только отметка «сделано».",8743,docs/source_of_truth/LifeOS_canon_v33.md
C13-046,Качество,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",build as acceptance criterion,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Поддерживающая и заботливая оболочка рутин,"повседневные рутины полезнее, когда они поданы как контур заботы о себе, а не как сухой строевой режим.",8749,docs/source_of_truth/LifeOS_canon_v33.md
C13-047,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Индекс состояния,"система может собирать отдельный агрегированный индекс ресурса из сна, движения, стресса и перегруза.",8755,docs/source_of_truth/LifeOS_canon_v33.md
C13-048,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Today / Journal,Today,/app/today,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan",implement as product capability,Today читает реальные notes/tasks/calendar/source links и не генерирует отдельную несвязанную реальность.,Журнал восстановления,"помимо общего дневника нужен отдельный лёгкий журнал сна, нагрузки и восстановления.",8762,docs/source_of_truth/LifeOS_canon_v33.md
C13-049,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Косвенные сигналы состояния из голоса,система может использовать голосовые записи как дополнительный косвенный источник сигналов состояния.,8768,docs/source_of_truth/LifeOS_canon_v33.md
C13-050,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Микро-советы для самочувствия,"в слое восстановления нужны маленькие уместные советы, а не большие программы.",8775,docs/source_of_truth/LifeOS_canon_v33.md
C13-051,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Нуджи при падении энергии,при заметном падении энергии система должна мягко подталкивать к щадящему режиму.,8781,docs/source_of_truth/LifeOS_canon_v33.md
C13-052,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Опора на проверенные профилактические ориентиры,"контур чекапов должен опираться не на случайные советы, а на более надёжные профилактические ориентиры.",8787,docs/source_of_truth/LifeOS_canon_v33.md
C13-053,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Ритуалы как отдельные объекты,"Ритуал — это не просто задача, а особый повторяемый сценарий с собственной логикой входа и завершения.",8793,docs/source_of_truth/LifeOS_canon_v33.md
C13-054,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Предупреждения о сочетаниях лекарства с едой и алкоголем,"слой лекарств должен учитывать не только пересечения между препаратами, но и рискованные сочетания с едой и алкоголем.",8800,docs/source_of_truth/LifeOS_canon_v33.md
C13-055,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Эскалация пропуска лекарства доверенному человеку,в режиме сопровождения пропуск критичного приёма должен уметь поднимать сигнал доверенному человеку.,8807,docs/source_of_truth/LifeOS_canon_v33.md
C13-056,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Музыка и аудио как ритуал фокуса и восстановления,"музыкальные и звуковые контуры должны уметь поддерживать фокус, сон, прогулку, восстановление и мягкий старт дня.",8817,docs/source_of_truth/LifeOS_canon_v33.md
C13-057,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Пищевой поток планировать -> купить -> приготовить -> съесть -> оценить,"еда должна жить как целый поток, а не как список рецептов или таблица калорий без жизни.",8823,docs/source_of_truth/LifeOS_canon_v33.md
C13-058,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Энергетическая оценка питания и режима,"пищевые записи должны связываться с энергией, сном, рутиной и ощущением ресурса.",8829,docs/source_of_truth/LifeOS_canon_v33.md
C13-059,Функция,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Today / Journal,Today,/app/today,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan",implement as product capability,Today читает реальные notes/tasks/calendar/source links и не генерирует отдельную несвязанную реальность.,Аудиоподдержка восстановления и сна,"должны существовать режимы аудио для восстановления, расслабления, сна, прогулки и переключения состояния.",8835,docs/source_of_truth/LifeOS_canon_v33.md
C13-060,Качество,C13,"ЗДОРОВЬЕ, СОН, ЭНЕРГИЯ, РУТИНЫ И ВОССТАНОВЛЕНИЕ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",build as acceptance criterion,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,"Еда, аудио и состояние образуют единый контур восстановления","музыка, питание, ритуалы, сон и энергия должны усиливать друг друга в одном слое, а не жить как разрозненные приложения.",8841,docs/source_of_truth/LifeOS_canon_v33.md
C14-001,Качество,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",build as acceptance criterion,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Лёгкий слой отношений,"отношения должны жить как отдельный слой жизни, но без превращения в тяжёлую систему учёта людей.",8851,docs/source_of_truth/LifeOS_canon_v33.md
C14-002,Качество,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",build as acceptance criterion,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Деликатный слой без псевдотерапии,"слой отношений должен быть бережным, но не брать на себя роль терапевта, медиатора или судьи.",8857,docs/source_of_truth/LifeOS_canon_v33.md
C14-003,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,LifeGraph / Entities,Graph,/app/graph,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","GraphNode, GraphEdge, Entity, EntityCandidate, RelationshipReason",implement as product capability,Graph edge имеет source/provenance/confidence; можно скрыть/исправить связь через безопасный preview.,Карточка важного человека,"по близкому человеку нужен короткий жизненный контур, который реально помогает не терять связь.",8863,docs/source_of_truth/LifeOS_canon_v33.md
C14-004,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Очередь социальных хвостов,продукт должен собирать «кому ответить» и «куда вернуться» в отдельный спокойный список.,8869,docs/source_of_truth/LifeOS_canon_v33.md
C14-005,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Календарь отношений,"отношениям нужен мягкий ритм поддержки, а не только реакция на ссоры и провалы.",8875,docs/source_of_truth/LifeOS_canon_v33.md
C14-006,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Карта социальной энергии,"важно видеть, после кого и какого общения человеку легче, а после чего тяжелее.",8881,docs/source_of_truth/LifeOS_canon_v33.md
C14-007,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Метки людей по эффекту и формату,"близкий круг полезно различать не только по имени, но и по реальному влиянию на жизнь.",8887,docs/source_of_truth/LifeOS_canon_v33.md
C14-008,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Подготовка трудного разговора,"перед сложным разговором нужен короткий подготовительный контур, а не вход в конфликт вслепую.",8893,docs/source_of_truth/LifeOS_canon_v33.md
C14-009,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,След после разговора,после важного разговора должен оставаться короткий рабочий след результата.,8900,docs/source_of_truth/LifeOS_canon_v33.md
C14-010,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Доверенные люди в потоке дня,"близкие и доверенные люди должны быть встроены в повседневный день, а не жить отдельно от него.",8906,docs/source_of_truth/LifeOS_canon_v33.md
C14-011,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Общие окна близкого круга,"семье, паре или близкому кругу нужны видимые совместные окна времени.",8912,docs/source_of_truth/LifeOS_canon_v33.md
C14-012,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Совместные обязательства,обещания и повторяющиеся договорённости с близкими должны жить как отдельные объекты.,8918,docs/source_of_truth/LifeOS_canon_v33.md
C14-013,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Социальный конфликт → упрощение дня,"напряжение в отношениях должно влиять на нагрузку дня, а не игнорироваться системой.",8924,docs/source_of_truth/LifeOS_canon_v33.md
C14-014,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Гигиена окружения,"человеку полезно бережно видеть, кто его поддерживает, а где среда стабильно вредит.",8930,docs/source_of_truth/LifeOS_canon_v33.md
C14-015,Минус,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",forbid / add regression guard,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Социальная сеть вместо слоя координации,"слой отношений ломается, если превращается в ленту, публичность и бесконечные реакции.",8936,docs/source_of_truth/LifeOS_canon_v33.md
C14-016,Минус,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",forbid / add regression guard,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Диагнозы и моральные приговоры отношениям,"система не должна объявлять человека «токсичным», «неправым» или «вредящим» как установленный факт.",8942,docs/source_of_truth/LifeOS_canon_v33.md
C14-017,Минус,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",forbid / add regression guard,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Тяжёлый социальный слой,слишком глубокий и насыщенный слой отношений рано перегружает продукт и пользователя.,8948,docs/source_of_truth/LifeOS_canon_v33.md
C14-018,Минус,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",forbid / add regression guard,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Обязательная внешняя подотчётность,"внешний свидетель прогресса может быть полезен, но не должен становиться обязательной нормой.",8954,docs/source_of_truth/LifeOS_canon_v33.md
C14-019,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Неизменяемая нить чувствительной координации,в конфликтных и юридически чувствительных сценариях переписка должна сохранять целостность.,8960,docs/source_of_truth/LifeOS_canon_v33.md
C14-020,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Метка первого прочтения,"важно видеть не только отправку сообщения, но и факт первого просмотра другой стороной.",8966,docs/source_of_truth/LifeOS_canon_v33.md
C14-021,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Журнал общих расходов с чеками,совместные траты в отношениях должны иметь доказательный и понятный след.,8972,docs/source_of_truth/LifeOS_canon_v33.md
C14-022,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Пользовательские правила деления общих расходов,"не все совместные траты делятся одинаково, и это нужно настраивать отдельно.",8978,docs/source_of_truth/LifeOS_canon_v33.md
C14-023,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Выгружаемый отчёт по конфликтному или семейному контуру,"в тяжёлых сценариях нужен аккуратный выгружаемый след договорённостей, сообщений и общих расходов.",8984,docs/source_of_truth/LifeOS_canon_v33.md
C14-024,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Data Control / Trust / Privacy,Control,/app/control,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant",implement as product capability,Любое изменение имеет receipt; destructive действия только preview + confirmation boundary.,Смягчение тона конфликтного сообщения,перед отправкой резкой фразы продукт может помочь сделать её безопаснее по тону.,8990,docs/source_of_truth/LifeOS_canon_v33.md
C14-025,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",implement as product capability,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,Контур совместной заботы и раздельного родительства,"для ухода, ребёнка или сложной семейной логистики нужен отдельный мягкий контур координации.",8996,docs/source_of_truth/LifeOS_canon_v33.md
C14-026,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Радар дней рождения и подарков,близкому кругу нужен отдельный слой памятных дат и маленьких социальных обязательств.,9002,docs/source_of_truth/LifeOS_canon_v33.md
C14-027,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Мягкий ремонт отношений после ссоры,"после конфликта нужен не только след спора, но и короткий путь бережного возврата к связи.",9008,docs/source_of_truth/LifeOS_canon_v33.md
